case_id,customer_id,customer_name,invoice_id,case_open_date,amount_due,days_overdue,priority,status,assigned_to,collector_id,collection_strategy,last_action_date,next_action_date,resolution_date,notes
CASE000662,CUST000505,HDFC Steel Enterprises,INV0005047,2024-12-28,441804.32,119,Critical,In Progress,Ashok Gupta,REP000010,Legal Action Warning,2025-03-03,2025-05-09,,
CASE000663,CUST000506,Wipro Steel Enterprises,INV0005052,2025-01-15,486008.14,105,Critical,Escalated,Sunita Mishra,REP000035,Legal Action Warning,2025-02-06,2025-05-03,,
CASE000664,CUST000506,Wipro Steel Enterprises,INV0005054,2025-04-11,210628.02,13,Medium,Open,Rakesh Joshi,REP000048,Standard Follow-up,2025-04-12,2025-05-06,,
CASE000666,CUST000508,Birla Steel Enterprises,INV0005072,2025-04-10,928273.05,20,High,Open,Shalini Gupta,REP000019,Standard Follow-up,2025-04-17,2025-04-26,,
CASE000667,CUST000508,Birla Steel Enterprises,INV0005073,2024-12-15,1563449.53,129,Critical,Escalated,Rahul Joshi,REP000046,Settlement Offer,2025-04-10,2025-04-21,,
CASE000668,CUST000509,Adani Steel Enterprises,INV0005083,2025-02-04,96623.26,79,High,In Progress,Rajesh Gupta,REP000009,Payment Plan,2025-02-28,2025-05-06,,
CASE000669,CUST000509,Adani Steel Enterprises,INV0005084,2025-04-12,88011.30,18,Low,Open,Sunita Mishra,REP000035,Standard Follow-up,2025-04-14,2025-05-07,,
CASE000670,CUST000509,Adani Steel Enterprises,INV0005085,2025-01-28,81045.11,85,High,In Progress,Ashok Gupta,REP000010,Payment Plan,2025-03-24,2025-04-19,,
CASE000671,CUST000510,JSW Steel Enterprises,INV0005091,2025-04-02,295031.57,25,Medium,Open,Priya Mishra,REP000031,Standard Follow-up,2025-04-03,2025-04-30,,
CASE000672,CUST000511,Godrej Steel Enterprises,INV0005104,2025-03-02,330136.15,61,High,In Progress,Rahul Joshi,REP000046,Intensive Collection,2025-04-06,2025-04-27,,
CASE000673,CUST000512,L&T Steel Enterprises,INV0005114,2025-04-17,97468.15,5,Low,Open,Kavita Gupta,REP000018,Standard Follow-up,2025-04-17,2025-04-20,,
CASE000674,CUST000515,TCS Steel Enterprises,INV0005142,2025-01-12,305221.16,102,Critical,In Progress,Priya Mishra,REP000031,Legal Action Warning,2025-02-21,2025-05-02,,
CASE000675,CUST000515,TCS Steel Enterprises,INV0005143,2024-12-06,263889.83,142,Critical,Pending Customer,Rakesh Mishra,REP000028,Legal Action Warning,2025-04-07,2025-05-08,,
CASE000676,CUST000516,Bajaj Steel Enterprises,INV0005153,2025-01-27,1398719.63,87,Critical,In Progress,Rahul Joshi,REP000046,Intensive Collection,2025-03-13,2025-05-02,,
CASE000677,CUST000517,HCL Steel Enterprises,INV0005162,2025-04-17,20731.14,8,Low,In Progress,Shalini Mishra,REP000039,Standard Follow-up,2025-04-17,2025-05-03,,
CASE000678,CUST000517,HCL Steel Enterprises,INV0005164,2025-03-11,98598.62,48,Medium,In Progress,Anita Gupta,REP000016,Standard Follow-up,2025-03-11,2025-05-04,,
CASE000679,CUST000517,HCL Steel Enterprises,INV0005166,2025-01-27,87252.23,93,Critical,Escalated,Rakesh Joshi,REP000048,Legal Action Warning,2025-03-22,2025-04-19,,
CASE000680,CUST000517,HCL Steel Enterprises,INV0005167,2025-03-14,45347.98,40,Medium,In Progress,Sunita Mishra,REP000035,Standard Follow-up,2025-03-22,2025-04-30,,
CASE000681,CUST000518,Hindustan Steel Enterprises,INV0005173,2025-03-19,395893.42,43,Medium,In Progress,Raj Joshi,REP000041,Standard Follow-up,2025-04-05,2025-05-01,,
CASE000682,CUST000518,Hindustan Steel Enterprises,INV0005176,2025-02-02,178968.31,87,High,In Progress,Anil Mishra,REP000025,Intensive Collection,2025-02-28,2025-04-21,,
CASE000683,CUST000519,Indian Steel Enterprises,INV0005183,2025-02-15,382204.67,71,High,Pending Customer,Rakesh Gupta,REP000008,Payment Plan,2025-03-10,2025-05-06,,
CASE000684,CUST000519,Indian Steel Enterprises,INV0005185,2025-02-12,1508649.41,75,Critical,In Progress,Vijay Gupta,REP000003,Intensive Collection,2025-04-14,2025-04-23,,
CASE000685,CUST000519,Indian Steel Enterprises,INV0005187,2025-01-19,344589.66,97,Critical,Escalated,Sunil Mishra,REP000024,Legal Action Warning,2025-02-24,2025-05-09,,
CASE000686,CUST000520,Tech Steel Enterprises,INV0005193,2025-04-10,108414.29,20,Medium,Open,Sanjay Joshi,REP000047,Standard Follow-up,2025-04-16,2025-05-03,,
CASE000687,CUST000522,Reliance Textiles Enterprises,INV0005212,2025-02-28,151608.44,55,Medium,Open,Anil Joshi,REP000045,Standard Follow-up,2025-03-17,2025-04-26,,
CASE000688,CUST000523,Infosys Textiles Enterprises,INV0005223,2025-03-17,435785.24,38,Medium,Open,Rani Mishra,REP000034,Standard Follow-up,2025-04-08,2025-05-08,,
CASE000689,CUST000523,Infosys Textiles Enterprises,INV0005224,2025-03-12,194856.38,42,Medium,Open,Vijay Mishra,REP000023,Standard Follow-up,2025-03-22,2025-04-22,,
CASE000690,CUST000524,Bharti Textiles Enterprises,INV0005231,2025-01-15,80592.37,102,Critical,Pending Customer,Ashok Mishra,REP000030,Legal Action Warning,2025-03-13,2025-04-25,,
CASE000691,CUST000524,Bharti Textiles Enterprises,INV0005232,2024-12-18,318085.35,131,Critical,Escalated,Amit Joshi,REP000042,Legal Action Warning,2025-04-01,2025-04-19,,
CASE000692,CUST000524,Bharti Textiles Enterprises,INV0005237,2025-04-11,579433.42,19,High,Open,Raj Joshi,REP000041,Standard Follow-up,2025-04-13,2025-04-28,,
CASE000693,CUST000525,HDFC Textiles Enterprises,INV0005246,2025-04-04,445938.25,28,Medium,Open,Neha Mishra,REP000032,Standard Follow-up,2025-04-15,2025-04-22,,
CASE000694,CUST000525,HDFC Textiles Enterprises,INV0005247,2024-12-18,96615.33,126,Critical,Escalated,Kavita Gupta,REP000018,Legal Action Warning,2025-04-08,2025-04-28,,
CASE000695,CUST000526,Wipro Textiles Enterprises,INV0005254,2024-12-05,185986.09,145,Critical,In Progress,Sunita Mishra,REP000035,Legal Action Warning,2025-04-10,2025-04-25,,
CASE000696,CUST000527,Mahindra Textiles Enterprises,INV0005263,2025-02-01,2021965.71,85,Critical,In Progress,Sunil Mishra,REP000024,Intensive Collection,2025-04-06,2025-04-23,,
CASE000697,CUST000528,Birla Textiles Enterprises,INV0005273,2024-12-14,26225.15,130,Critical,Pending Customer,Anil Gupta,REP000005,Legal Action Warning,2024-12-26,2025-04-21,,
CASE000698,CUST000529,Adani Textiles Enterprises,INV0005281,2025-02-24,282141.75,61,High,Pending Customer,Sunil Mishra,REP000024,Payment Plan,2025-03-03,2025-05-06,,
CASE000699,CUST000529,Adani Textiles Enterprises,INV0005287,2025-02-28,455783.58,54,Medium,Open,Sunil Mishra,REP000024,Standard Follow-up,2025-03-13,2025-04-25,,
CASE000700,CUST000531,Godrej Textiles Enterprises,INV0005302,2025-03-03,42824.96,58,Medium,Open,Vijay Gupta,REP000003,Standard Follow-up,2025-04-06,2025-04-30,,
CASE000701,CUST000531,Godrej Textiles Enterprises,INV0005304,2025-02-21,79048.94,64,High,Pending Customer,Priya Mishra,REP000031,Intensive Collection,2025-02-28,2025-04-30,,
CASE000702,CUST000533,ICICI Textiles Enterprises,INV0005321,2025-03-19,15551.76,38,Medium,In Progress,Raj Gupta,REP000001,Standard Follow-up,2025-03-31,2025-05-07,,
CASE000703,CUST000533,ICICI Textiles Enterprises,INV0005324,2025-02-02,106404.58,85,High,In Progress,Sanjay Gupta,REP000007,Payment Plan,2025-03-05,2025-05-08,,
CASE000704,CUST000535,TCS Textiles Enterprises,INV0005345,2024-12-06,858435.55,142,Critical,Escalated,Rani Gupta,REP000014,Settlement Offer,2025-01-14,2025-04-25,,
CASE000705,CUST000536,Bajaj Textiles Enterprises,INV0005351,2025-04-16,4677189.33,12,Critical,Open,Sunil Joshi,REP000044,Standard Follow-up,2025-04-16,2025-05-02,,
CASE000706,CUST000536,Bajaj Textiles Enterprises,INV0005355,2025-03-22,604372.47,40,High,Open,Vijay Joshi,REP000043,Standard Follow-up,2025-04-11,2025-05-06,,
CASE000707,CUST000537,HCL Textiles Enterprises,INV0005361,2025-02-01,25375.92,81,High,Pending Customer,Priya Gupta,REP000011,Payment Plan,2025-02-05,2025-04-26,,
CASE000708,CUST000537,HCL Textiles Enterprises,INV0005364,2024-12-07,12371.55,137,Critical,Escalated,Rahul Mishra,REP000026,Settlement Offer,2025-01-12,2025-05-07,,
CASE000709,CUST000539,Indian Textiles Enterprises,INV0005384,2025-02-22,28335.99,61,High,In Progress,Vijay Mishra,REP000023,Intensive Collection,2025-03-08,2025-04-21,,
CASE000710,CUST000539,Indian Textiles Enterprises,INV0005385,2025-04-17,66875.85,5,Low,Open,Anita Mishra,REP000036,Standard Follow-up,2025-04-17,2025-05-06,,
CASE000711,CUST000539,Indian Textiles Enterprises,INV0005386,2025-02-10,89332.05,78,High,In Progress,Rahul Gupta,REP000006,Payment Plan,2025-03-22,2025-05-05,,
CASE000712,CUST000540,Tech Textiles Enterprises,INV0005392,2025-03-19,4635021.06,38,Critical,In Progress,Raj Joshi,REP000041,Standard Follow-up,2025-04-12,2025-04-22,,
CASE000713,CUST000541,Tata Pharma Enterprises,INV0005403,2025-04-14,4009714.03,12,Critical,Open,Rajesh Gupta,REP000009,Standard Follow-up,2025-04-15,2025-04-24,,
CASE000714,CUST000545,HDFC Pharma Enterprises,INV0005442,2025-04-05,1049297.40,22,Critical,Open,Shalini Mishra,REP000039,Standard Follow-up,2025-04-12,2025-04-21,,
CASE000715,CUST000547,Mahindra Pharma Enterprises,INV0005462,2025-03-05,507572.42,49,High,In Progress,Sunita Gupta,REP000015,Standard Follow-up,2025-04-02,2025-04-24,,
CASE000716,CUST000548,Birla Pharma Enterprises,INV0005471,2025-04-14,399414.28,10,Medium,Open,Kavita Gupta,REP000018,Standard Follow-up,2025-04-14,2025-04-21,,
CASE000717,CUST000548,Birla Pharma Enterprises,INV0005472,2025-02-03,101810.61,87,High,Open,Shalini Mishra,REP000039,Payment Plan,2025-03-16,2025-04-22,,
CASE000718,CUST000551,Godrej Pharma Enterprises,INV0005502,2025-02-21,46134.47,63,High,Open,Sunil Mishra,REP000024,Payment Plan,2025-03-28,2025-04-23,,
CASE000719,CUST000551,Godrej Pharma Enterprises,INV0005507,2025-04-02,76924.68,29,Low,Open,Amit Joshi,REP000042,Standard Follow-up,2025-04-05,2025-04-21,,
CASE000720,CUST000552,L&T Pharma Enterprises,INV0005511,2025-02-18,534351.03,68,High,Open,Rajesh Joshi,REP000049,Payment Plan,2025-03-31,2025-05-07,,
CASE000721,CUST000553,ICICI Pharma Enterprises,INV0005522,2025-02-11,40559.00,77,High,In Progress,Anita Mishra,REP000036,Intensive Collection,2025-03-11,2025-04-29,,
CASE000722,CUST000554,SBI Pharma Enterprises,INV0005531,2025-03-25,81139.67,30,Low,In Progress,Geeta Mishra,REP000040,Standard Follow-up,2025-03-31,2025-05-01,,
CASE000723,CUST000554,SBI Pharma Enterprises,INV0005533,2025-03-13,56717.67,45,Medium,In Progress,Rani Gupta,REP000014,Standard Follow-up,2025-03-17,2025-04-23,,
CASE000724,CUST000555,TCS Pharma Enterprises,INV0005541,2025-03-09,1710633.93,54,Critical,Open,Ashok Gupta,REP000010,Standard Follow-up,2025-03-09,2025-04-24,,
CASE000725,CUST000555,TCS Pharma Enterprises,INV0005542,2024-12-26,282601.83,119,Critical,In Progress,Sunil Joshi,REP000044,Legal Action Warning,2025-02-10,2025-04-28,,
CASE000726,CUST000555,TCS Pharma Enterprises,INV0005543,2025-03-04,579216.55,57,High,Open,Rani Gupta,REP000014,Standard Follow-up,2025-03-21,2025-05-02,,
CASE000727,CUST000555,TCS Pharma Enterprises,INV0005544,2025-02-15,989458.44,70,High,Pending Customer,Priya Gupta,REP000011,Payment Plan,2025-04-11,2025-05-02,,
CASE000728,CUST000558,Hindustan Pharma Enterprises,INV0005571,2025-03-20,370260.80,37,Medium,Open,Sunita Gupta,REP000015,Standard Follow-up,2025-03-24,2025-04-19,,
CASE000729,CUST000558,Hindustan Pharma Enterprises,INV0005573,2024-11-13,146649.57,163,Critical,Escalated,Sunita Gupta,REP000015,Settlement Offer,2025-04-11,2025-05-02,,
CASE000730,CUST000558,Hindustan Pharma Enterprises,INV0005575,2025-04-02,229995.47,21,Medium,Open,Rakesh Joshi,REP000048,Standard Follow-up,2025-04-14,2025-04-29,,
CASE000731,CUST000559,Indian Pharma Enterprises,INV0005581,2025-04-05,61356.15,23,Low,Open,Neha Gupta,REP000012,Standard Follow-up,2025-04-07,2025-05-01,,
CASE000732,CUST000560,Tech Pharma Enterprises,INV0005593,2025-04-11,360297.50,12,Medium,In Progress,Pooja Gupta,REP000013,Standard Follow-up,2025-04-11,2025-04-25,,
CASE000733,CUST000560,Tech Pharma Enterprises,INV0005594,2025-03-05,88096.03,53,Medium,Open,Sunil Joshi,REP000044,Standard Follow-up,2025-03-29,2025-05-02,,
CASE000734,CUST000561,Tata Healthcare Enterprises,INV0005601,2025-03-06,2294996.82,48,Critical,Open,Rakesh Joshi,REP000048,Standard Follow-up,2025-04-16,2025-05-05,,
CASE000735,CUST000561,Tata Healthcare Enterprises,INV0005605,2025-02-27,1371594.44,56,Critical,Open,Sanjay Mishra,REP000027,Standard Follow-up,2025-03-02,2025-04-22,,
CASE000736,CUST000566,Wipro Healthcare Enterprises,INV0005651,2025-01-24,87455.39,89,High,Open,Sunil Gupta,REP000004,Payment Plan,2025-02-21,2025-04-28,,
CASE000737,CUST000566,Wipro Healthcare Enterprises,INV0005652,2025-03-03,323429.47,54,Medium,In Progress,Rakesh Joshi,REP000048,Standard Follow-up,2025-03-13,2025-04-26,,
CASE000738,CUST000567,Mahindra Healthcare Enterprises,INV0005665,2025-01-21,206436.71,100,Critical,Pending Customer,Rakesh Gupta,REP000008,Settlement Offer,2025-03-15,2025-04-30,,
CASE000739,CUST000567,Mahindra Healthcare Enterprises,INV0005666,2025-02-17,457087.13,66,High,In Progress,Sunita Gupta,REP000015,Payment Plan,2025-04-05,2025-04-30,,
CASE000740,CUST000568,Birla Healthcare Enterprises,INV0005673,2025-03-29,316381.27,29,Medium,Open,Priya Mishra,REP000031,Standard Follow-up,2025-04-03,2025-05-02,,
CASE000741,CUST000569,Adani Healthcare Enterprises,INV0005682,2025-02-01,506649.18,90,High,In Progress,Rajesh Mishra,REP000029,Intensive Collection,2025-03-01,2025-05-07,,
CASE000742,CUST000570,JSW Healthcare Enterprises,INV0005694,2025-02-28,185477.31,57,Medium,Open,Meena Mishra,REP000037,Standard Follow-up,2025-03-14,2025-04-21,,
CASE000744,CUST000572,L&T Healthcare Enterprises,INV0005714,2025-01-04,1531122.45,117,Critical,In Progress,Sunita Gupta,REP000015,Legal Action Warning,2025-03-29,2025-04-30,,
CASE000745,CUST000573,ICICI Healthcare Enterprises,INV0005723,2025-02-11,83922.78,74,High,Pending Customer,Amit Joshi,REP000042,Payment Plan,2025-03-18,2025-05-08,,
CASE000746,CUST000574,SBI Healthcare Enterprises,INV0005731,2025-03-23,50208.30,35,Medium,Open,Sunita Mishra,REP000035,Standard Follow-up,2025-04-13,2025-04-25,,
CASE000747,CUST000575,TCS Healthcare Enterprises,INV0005743,2025-04-03,263198.41,29,Medium,Open,Sunita Mishra,REP000035,Standard Follow-up,2025-04-15,2025-05-03,,
CASE000748,CUST000575,TCS Healthcare Enterprises,INV0005744,2025-03-31,70459.97,30,Low,Open,Anil Mishra,REP000025,Standard Follow-up,2025-03-31,2025-05-09,,
CASE000749,CUST000576,Bajaj Healthcare Enterprises,INV0005751,2024-12-05,372441.57,147,Critical,In Progress,Sanjay Mishra,REP000027,Legal Action Warning,2024-12-28,2025-04-25,,
CASE000750,CUST000576,Bajaj Healthcare Enterprises,INV0005753,2025-02-13,479854.12,74,High,Open,Raj Joshi,REP000041,Intensive Collection,2025-03-21,2025-05-05,,
CASE000751,CUST000576,Bajaj Healthcare Enterprises,INV0005754,2025-03-13,349832.39,43,Medium,Open,Geeta Mishra,REP000040,Standard Follow-up,2025-04-09,2025-05-03,,
CASE000752,CUST000577,HCL Healthcare Enterprises,INV0005761,2025-02-27,113541.97,57,Medium,Open,Anita Mishra,REP000036,Standard Follow-up,2025-04-03,2025-05-07,,
CASE000753,CUST000577,HCL Healthcare Enterprises,INV0005762,2025-03-14,461300.40,41,Medium,In Progress,Sunita Gupta,REP000015,Standard Follow-up,2025-03-19,2025-04-24,,
CASE000754,CUST000579,Indian Healthcare Enterprises,INV0005784,2025-03-30,1479075.26,26,Critical,Open,Anita Gupta,REP000016,Standard Follow-up,2025-04-07,2025-05-06,,
CASE000755,CUST000580,Tech Healthcare Enterprises,INV0005791,2025-03-03,676800.79,53,High,Open,Geeta Gupta,REP000020,Standard Follow-up,2025-03-15,2025-04-19,,
CASE000756,CUST000580,Tech Healthcare Enterprises,INV0005792,2025-02-27,866788.92,62,High,In Progress,Geeta Gupta,REP000020,Payment Plan,2025-02-28,2025-04-26,,
CASE000757,CUST000581,Tata Retail Enterprises,INV0005805,2024-12-25,664578.13,128,Critical,Pending Customer,Amit Gupta,REP000002,Settlement Offer,2025-01-26,2025-05-01,,
CASE000758,CUST000581,Tata Retail Enterprises,INV0005807,2025-01-29,1057987.65,91,Critical,Pending Customer,Sunil Joshi,REP000044,Settlement Offer,2025-04-08,2025-05-06,,
CASE000759,CUST000582,Reliance Retail Enterprises,INV0005812,2025-03-08,48923.59,52,Medium,Open,Sanjay Joshi,REP000047,Standard Follow-up,2025-03-28,2025-05-01,,
CASE000760,CUST000582,Reliance Retail Enterprises,INV0005814,2025-04-10,77015.20,19,Low,Open,Raj Gupta,REP000001,Standard Follow-up,2025-04-11,2025-05-06,,
CASE000761,CUST000583,Infosys Retail Enterprises,INV0005823,2025-02-22,50609.65,61,High,Pending Customer,Priya Mishra,REP000031,Intensive Collection,2025-03-15,2025-05-03,,
CASE000762,CUST000584,Bharti Retail Enterprises,INV0005832,2025-01-20,339881.27,96,Critical,Pending Customer,Rakesh Gupta,REP000008,Legal Action Warning,2025-01-27,2025-05-01,,
CASE000763,CUST000584,Bharti Retail Enterprises,INV0005833,2025-01-15,284962.01,107,Critical,Escalated,Anil Joshi,REP000045,Legal Action Warning,2025-03-30,2025-05-06,,
CASE000764,CUST000585,HDFC Retail Enterprises,INV0005844,2025-02-15,80828.85,70,High,In Progress,Sunita Gupta,REP000015,Intensive Collection,2025-04-16,2025-05-02,,
CASE000765,CUST000586,Wipro Retail Enterprises,INV0005855,2025-01-27,2120339.16,89,Critical,Open,Rahul Mishra,REP000026,Intensive Collection,2025-01-27,2025-04-20,,
CASE000766,CUST000587,Mahindra Retail Enterprises,INV0005861,2025-04-17,78598.78,9,Low,Open,Meena Gupta,REP000017,Standard Follow-up,2025-04-17,2025-04-29,,
CASE000767,CUST000587,Mahindra Retail Enterprises,INV0005864,2025-01-11,60819.89,102,Critical,Pending Customer,Pooja Mishra,REP000033,Legal Action Warning,2025-04-15,2025-05-01,,
CASE000768,CUST000587,Mahindra Retail Enterprises,INV0005866,2024-12-17,30439.87,134,Critical,Escalated,Pooja Mishra,REP000033,Legal Action Warning,2025-03-24,2025-04-20,,
CASE000769,CUST000588,Birla Retail Enterprises,INV0005871,2024-12-03,1876243.08,143,Critical,Escalated,Priya Gupta,REP000011,Legal Action Warning,2024-12-19,2025-04-24,,
CASE000770,CUST000588,Birla Retail Enterprises,INV0005873,2024-11-19,1870629.92,161,Critical,Pending Customer,Sanjay Gupta,REP000007,Legal Action Warning,2024-11-24,2025-04-26,,
CASE000771,CUST000588,Birla Retail Enterprises,INV0005874,2024-12-04,1892818.64,147,Critical,Escalated,Anil Mishra,REP000025,Legal Action Warning,2025-02-05,2025-04-28,,
CASE000772,CUST000588,Birla Retail Enterprises,INV0005875,2024-12-04,1946234.73,143,Critical,Pending Customer,Sanjay Mishra,REP000027,Legal Action Warning,2025-01-24,2025-05-02,,
CASE000773,CUST000588,Birla Retail Enterprises,INV0005877,2024-12-25,545770.33,128,Critical,Pending Customer,Raj Joshi,REP000041,Legal Action Warning,2025-04-10,2025-04-28,,
CASE000774,CUST000592,L&T Retail Enterprises,INV0005911,2024-12-16,505969.59,129,Critical,Pending Customer,Rajesh Mishra,REP000029,Legal Action Warning,2025-02-11,2025-05-04,,
CASE000775,CUST000592,L&T Retail Enterprises,INV0005914,2025-01-17,420433.56,98,Critical,In Progress,Sanjay Gupta,REP000007,Legal Action Warning,2025-03-31,2025-04-24,,
CASE000776,CUST000592,L&T Retail Enterprises,INV0005915,2024-12-25,488858.83,119,Critical,Escalated,Kavita Mishra,REP000038,Legal Action Warning,2025-02-04,2025-05-08,,
CASE000777,CUST000592,L&T Retail Enterprises,INV0005917,2024-12-30,232357.54,117,Critical,Escalated,Rahul Joshi,REP000046,Legal Action Warning,2025-03-02,2025-04-28,,
CASE000778,CUST000593,ICICI Retail Enterprises,INV0005922,2024-12-01,59917.80,145,Critical,Pending Customer,Vijay Mishra,REP000023,Legal Action Warning,2025-03-06,2025-04-27,,
CASE000779,CUST000593,ICICI Retail Enterprises,INV0005923,2025-03-02,49859.07,53,Medium,In Progress,Vijay Joshi,REP000043,Standard Follow-up,2025-04-17,2025-05-09,,
CASE000780,CUST000594,SBI Retail Enterprises,INV0005931,2025-01-14,82302.39,105,Critical,Escalated,Pooja Gupta,REP000013,Legal Action Warning,2025-03-17,2025-04-20,,
CASE000781,CUST000595,TCS Retail Enterprises,INV0005944,2025-03-09,247402.43,49,Medium,In Progress,Geeta Gupta,REP000020,Standard Follow-up,2025-03-29,2025-04-20,,
CASE000782,CUST000595,TCS Retail Enterprises,INV0005945,2025-04-17,1736571.23,9,Critical,In Progress,Shalini Gupta,REP000019,Standard Follow-up,2025-04-17,2025-04-23,,
CASE000783,CUST000596,Bajaj Retail Enterprises,INV0005952,2025-01-13,33725.53,102,Critical,Escalated,Kavita Gupta,REP000018,Legal Action Warning,2025-03-13,2025-04-27,,
CASE000784,CUST000597,HCL Retail Enterprises,INV0005965,2025-03-06,236646.86,53,Medium,Open,Ashok Joshi,REP000050,Standard Follow-up,2025-03-25,2025-05-04,,
CASE000785,CUST000598,Hindustan Retail Enterprises,INV0005971,2024-12-12,41850.29,136,Critical,Escalated,Geeta Gupta,REP000020,Legal Action Warning,2025-02-13,2025-04-23,,
CASE000786,CUST000600,Tech Retail Enterprises,INV0005993,2025-03-26,1463948.61,35,Critical,Open,Rajesh Gupta,REP000009,Standard Follow-up,2025-04-17,2025-04-26,,
CASE000787,CUST000600,Tech Retail Enterprises,INV0005994,2025-03-17,1223065.74,44,Critical,In Progress,Kavita Mishra,REP000038,Standard Follow-up,2025-03-20,2025-04-23,,
CASE000788,CUST000600,Tech Retail Enterprises,INV0005995,2025-03-30,2009328.27,24,Critical,Open,Rakesh Gupta,REP000008,Standard Follow-up,2025-04-16,2025-04-21,,
CASE000789,CUST000603,Infosys Media Enterprises,INV0006023,2025-02-26,215116.48,57,Medium,Open,Raj Joshi,REP000041,Standard Follow-up,2025-03-07,2025-05-04,,
CASE000790,CUST000606,Wipro Media Enterprises,INV0006052,2025-01-30,997896.44,91,Critical,In Progress,Ashok Gupta,REP000010,Legal Action Warning,2025-03-23,2025-05-05,,
CASE000791,CUST000606,Wipro Media Enterprises,INV0006058,2024-12-05,804672.67,141,Critical,Pending Customer,Raj Gupta,REP000001,Legal Action Warning,2025-04-01,2025-04-26,,
CASE000792,CUST000607,Mahindra Media Enterprises,INV0006061,2025-02-18,551038.70,73,High,In Progress,Rajesh Mishra,REP000029,Intensive Collection,2025-03-27,2025-05-07,,
CASE000793,CUST000607,Mahindra Media Enterprises,INV0006064,2025-01-19,257621.00,95,Critical,In Progress,Anil Mishra,REP000025,Legal Action Warning,2025-02-04,2025-04-27,,
CASE000794,CUST000608,Birla Media Enterprises,INV0006072,2024-12-30,75408.12,115,Critical,Pending Customer,Rakesh Gupta,REP000008,Settlement Offer,2025-01-01,2025-05-09,,
CASE000795,CUST000609,Adani Media Enterprises,INV0006082,2025-01-02,293813.03,113,Critical,Pending Customer,Shalini Gupta,REP000019,Settlement Offer,2025-04-13,2025-04-21,,
CASE000796,CUST000610,JSW Media Enterprises,INV0006092,2025-04-02,49833.55,23,Low,Open,Kavita Gupta,REP000018,Standard Follow-up,2025-04-04,2025-04-28,,
CASE000797,CUST000610,JSW Media Enterprises,INV0006094,2024-12-25,33016.77,124,Critical,In Progress,Rajesh Mishra,REP000029,Settlement Offer,2025-02-26,2025-04-29,,
CASE000798,CUST000612,L&T Media Enterprises,INV0006114,2024-12-22,16335.21,126,Critical,Pending Customer,Rajesh Mishra,REP000029,Settlement Offer,2025-01-07,2025-05-04,,
CASE000799,CUST000613,ICICI Media Enterprises,INV0006121,2025-02-11,1129710.17,73,Critical,In Progress,Ashok Joshi,REP000050,Intensive Collection,2025-03-02,2025-04-27,,
CASE000800,CUST000613,ICICI Media Enterprises,INV0006125,2025-04-17,1070132.66,12,Critical,In Progress,Vijay Joshi,REP000043,Standard Follow-up,2025-04-17,2025-05-01,,
CASE000801,CUST000614,SBI Media Enterprises,INV0006131,2025-01-06,3887119.58,110,Critical,In Progress,Rajesh Joshi,REP000049,Legal Action Warning,2025-02-28,2025-05-08,,
CASE000802,CUST000614,SBI Media Enterprises,INV0006134,2025-04-03,5740401.06,28,Critical,Open,Anil Joshi,REP000045,Standard Follow-up,2025-04-06,2025-04-25,,
CASE000803,CUST000615,TCS Media Enterprises,INV0006146,2025-02-18,1264214.04,69,Critical,Pending Customer,Rajesh Joshi,REP000049,Intensive Collection,2025-03-21,2025-04-23,,
CASE000804,CUST000615,TCS Media Enterprises,INV0006147,2025-01-15,1646088.96,107,Critical,Escalated,Sanjay Joshi,REP000047,Settlement Offer,2025-03-21,2025-05-08,,
CASE000805,CUST000616,Bajaj Media Enterprises,INV0006153,2025-04-17,61188.39,9,Low,Open,Rakesh Joshi,REP000048,Standard Follow-up,2025-04-17,2025-04-23,,
CASE000806,CUST000617,HCL Media Enterprises,INV0006161,2024-11-23,297195.90,154,Critical,Escalated,Ashok Gupta,REP000010,Legal Action Warning,2024-11-23,2025-04-28,,
CASE000807,CUST000617,HCL Media Enterprises,INV0006162,2024-12-28,229192.41,116,Critical,Escalated,Rakesh Joshi,REP000048,Legal Action Warning,2025-03-03,2025-05-01,,
CASE000808,CUST000617,HCL Media Enterprises,INV0006165,2024-12-11,350911.70,139,Critical,Pending Customer,Geeta Mishra,REP000040,Legal Action Warning,2025-01-30,2025-04-24,,
CASE000809,CUST000618,Hindustan Media Enterprises,INV0006172,2025-01-11,25746.14,105,Critical,Escalated,Pooja Gupta,REP000013,Legal Action Warning,2025-04-12,2025-04-21,,
CASE000810,CUST000618,Hindustan Media Enterprises,INV0006175,2024-12-20,24753.91,129,Critical,Escalated,Rajesh Joshi,REP000049,Legal Action Warning,2025-03-08,2025-05-02,,
CASE000811,CUST000619,Indian Media Enterprises,INV0006181,2025-03-20,25165.58,40,Medium,Open,Pooja Gupta,REP000013,Standard Follow-up,2025-03-20,2025-04-23,,
CASE000812,CUST000619,Indian Media Enterprises,INV0006182,2025-02-25,110099.79,61,High,In Progress,Sunil Gupta,REP000004,Payment Plan,2025-03-05,2025-04-23,,
CASE000813,CUST000619,Indian Media Enterprises,INV0006186,2025-01-15,52022.70,105,Critical,Escalated,Rahul Gupta,REP000006,Legal Action Warning,2025-03-08,2025-05-01,,
CASE000814,CUST000620,Tech Media Enterprises,INV0006193,2025-04-12,76784.63,15,Low,Open,Sanjay Joshi,REP000047,Standard Follow-up,2025-04-15,2025-05-04,,
