customer_id,customer_name,risk_score,risk_category,credit_limit,outstanding_amount,credit_utilization,overdue_rate,avg_days_late,total_invoices,overdue_invoices,has_disputes,has_collection_history,recommended_action,last_assessment_date
CUST000347,Mahindra Chemicals Limited,37,Low Risk,264452,0.00,0.00%,0.00%,14.0,3,0,Yes,No,Monthly Review / Standard Terms,2025-04-15
CUST000348,Birla Chemicals Limited,35,Low Risk,470615,0.00,0.00%,0.00%,38.7,6,0,No,No,Monthly Review / Standard Terms,2025-04-15
CUST000349,Adani Chemicals Limited,35,Low Risk,813948,0.00,0.00%,0.00%,47.8,4,0,No,No,Monthly Review / Standard Terms,2025-04-15
CUST000350,JSW Chemicals Limited,53,Medium Risk,505726,76361.16,15.10%,20.00%,47.3,5,1,Yes,No,Reduce Credit Limit / Weekly Monitoring,2025-04-15
CUST000351,Godrej Chemicals Limited,32,Low Risk,6927625,54678.73,0.79%,25.00%,11.7,4,1,No,No,Monthly Review / Standard Terms,2025-04-15
CUST000352,L&T Chemicals Limited,29,Low Risk,177967022,5401260.03,3.03%,25.00%,3.5,4,1,No,No,Monthly Review / Standard Terms,2025-04-15
CUST000353,ICICI Chemicals Limited,41,Low Risk,34718683,5830732.95,16.79%,12.50%,32.0,8,1,No,No,Monthly Review / Standard Terms,2025-04-15
CUST000354,SBI Chemicals Limited,34,Low Risk,31062019,956972.65,3.08%,33.33%,9.5,3,1,No,No,Monthly Review / Standard Terms,2025-04-15
CUST000355,TCS Chemicals Limited,41,Low Risk,859175,100480.42,11.69%,25.00%,25.3,4,1,No,No,Monthly Review / Standard Terms,2025-04-15
CUST000356,Bajaj Chemicals Limited,51,Medium Risk,6234242,1219345.11,19.56%,66.67%,0.0,3,2,Yes,No,Reduce Credit Limit / Weekly Monitoring,2025-04-15
CUST000357,HCL Chemicals Limited,43,Low Risk,4272927,1118184.70,26.17%,25.00%,3.5,8,2,Yes,No,Monthly Review / Standard Terms,2025-04-15
CUST000358,Hindustan Chemicals Limited,46,Low Risk,7381583,270463.16,3.66%,20.00%,21.5,5,1,Yes,No,Monthly Review / Standard Terms,2025-04-15
CUST000359,Indian Chemicals Limited,43,Low Risk,46493582,4992807.03,10.74%,25.00%,79.0,4,1,No,No,Monthly Review / Standard Terms,2025-04-15
CUST000360,Tech Chemicals Limited,44,Low Risk,9825223,255065.76,2.60%,33.33%,30.0,6,2,No,No,Monthly Review / Standard Terms,2025-04-15
CUST000361,Tata Logistics Limited,38,Low Risk,4495138,574286.18,12.78%,0.00%,55.5,3,0,No,No,Monthly Review / Standard Terms,2025-04-15
CUST000362,Reliance Logistics Limited,55,Medium Risk,1575191,200945.86,12.76%,33.33%,29.0,3,1,Yes,No,Reduce Credit Limit / Weekly Monitoring,2025-04-15
CUST000363,Infosys Logistics Limited,45,Low Risk,463113,189123.60,40.84%,16.67%,25.3,6,1,No,No,Monthly Review / Standard Terms,2025-04-15
CUST000364,Bharti Logistics Limited,30,Low Risk,18014228,1818916.03,10.10%,0.00%,15.5,4,0,No,No,Monthly Review / Standard Terms,2025-04-15
CUST000365,HDFC Logistics Limited,42,Low Risk,647878,39030.14,6.02%,33.33%,5.0,3,1,Yes,No,Monthly Review / Standard Terms,2025-04-15
CUST000366,Wipro Logistics Limited,51,Medium Risk,3626098,227492.81,6.27%,20.00%,28.7,5,1,Yes,No,Reduce Credit Limit / Weekly Monitoring,2025-04-15
CUST000367,Mahindra Logistics Limited,49,Low Risk,6858208,300997.89,4.39%,14.29%,30.3,7,1,Yes,No,Monthly Review / Standard Terms,2025-04-15
CUST000368,Birla Logistics Limited,32,Low Risk,7751563,357034.41,4.61%,28.57%,7.0,7,2,No,No,Monthly Review / Standard Terms,2025-04-15
CUST000369,Adani Logistics Limited,60,Medium Risk,562647,392783.46,69.81%,50.00%,28.0,6,3,No,No,Reduce Credit Limit / Weekly Monitoring,2025-04-15
CUST000370,JSW Logistics Limited,31,Low Risk,788894,28341.71,3.59%,0.00%,0.0,3,0,Yes,No,Monthly Review / Standard Terms,2025-04-15
CUST000371,Godrej Logistics Limited,57,Medium Risk,339546,173365.89,51.06%,66.67%,0.0,3,2,Yes,No,Reduce Credit Limit / Weekly Monitoring,2025-04-15
CUST000372,L&T Logistics Limited,52,Medium Risk,6630019,681694.18,10.28%,20.00%,40.5,5,1,Yes,No,Reduce Credit Limit / Weekly Monitoring,2025-04-15
CUST000373,ICICI Logistics Limited,32,Low Risk,404306,63464.09,15.70%,0.00%,18.0,7,0,No,No,Monthly Review / Standard Terms,2025-04-15
CUST000374,SBI Logistics Limited,51,Medium Risk,166089886,10914328.89,6.57%,60.00%,60.0,5,3,No,No,Reduce Credit Limit / Weekly Monitoring,2025-04-15
CUST000375,TCS Logistics Limited,27,Low Risk,45156249,1447740.37,3.21%,0.00%,13.7,4,0,No,No,Monthly Review / Standard Terms,2025-04-15
CUST000376,Bajaj Logistics Limited,35,Low Risk,530058,121076.26,22.84%,0.00%,0.0,5,0,Yes,No,Monthly Review / Standard Terms,2025-04-15
CUST000377,HCL Logistics Limited,43,Low Risk,10801584,3494633.96,32.35%,66.67%,0.0,3,2,No,No,Monthly Review / Standard Terms,2025-04-15
CUST000378,Hindustan Logistics Limited,31,Low Risk,16769512,1932208.53,11.52%,0.00%,17.5,3,0,No,No,Monthly Review / Standard Terms,2025-04-15
CUST000379,Indian Logistics Limited,31,Low Risk,588219,42303.83,7.19%,14.29%,12.8,7,1,No,No,Monthly Review / Standard Terms,2025-04-15
CUST000380,Tech Logistics Limited,37,Low Risk,28889020,1153230.69,3.99%,12.50%,27.1,8,1,No,No,Monthly Review / Standard Terms,2025-04-15
CUST000381,Tata Infrastructure Limited,38,Low Risk,13940790,4878478.20,34.99%,25.00%,10.0,8,2,No,No,Monthly Review / Standard Terms,2025-04-15
CUST000382,Reliance Infrastructure Limited,34,Low Risk,859043,0.00,0.00%,0.00%,27.3,3,0,No,No,Monthly Review / Standard Terms,2025-04-15
CUST000383,Infosys Infrastructure Limited,36,Low Risk,6501850,321040.16,4.94%,16.67%,2.4,6,1,Yes,No,Monthly Review / Standard Terms,2025-04-15
CUST000384,Bharti Infrastructure Limited,59,Medium Risk,410543,243381.42,59.28%,66.67%,0.0,3,2,Yes,No,Reduce Credit Limit / Weekly Monitoring,2025-04-15
CUST000385,HDFC Infrastructure Limited,73,Medium Risk,113899,95912.99,84.21%,42.86%,53.3,7,3,Yes,No,Reduce Credit Limit / Weekly Monitoring,2025-04-15
CUST000386,Wipro Infrastructure Limited,45,Low Risk,5786310,143607.58,2.48%,0.00%,30.2,6,0,Yes,No,Monthly Review / Standard Terms,2025-04-15
CUST000387,Mahindra Infrastructure Limited,43,Low Risk,4628398,337854.96,7.30%,25.00%,10.5,8,2,Yes,No,Monthly Review / Standard Terms,2025-04-15
CUST000388,Birla Infrastructure Limited,44,Low Risk,6497431,60778.34,0.94%,33.33%,50.5,3,1,No,No,Monthly Review / Standard Terms,2025-04-15
CUST000389,Adani Infrastructure Limited,35,Low Risk,519020,0.00,0.00%,0.00%,77.0,3,0,No,No,Monthly Review / Standard Terms,2025-04-15
CUST000390,JSW Infrastructure Limited,58,Medium Risk,907760,146412.37,16.13%,40.00%,32.5,5,2,Yes,No,Reduce Credit Limit / Weekly Monitoring,2025-04-15
CUST000391,Godrej Infrastructure Limited,57,Medium Risk,316985,231114.06,72.91%,40.00%,24.0,5,2,No,No,Reduce Credit Limit / Weekly Monitoring,2025-04-15
CUST000392,L&T Infrastructure Limited,67,Medium Risk,1787299,1034217.76,57.86%,40.00%,33.3,5,2,Yes,No,Reduce Credit Limit / Weekly Monitoring,2025-04-15
CUST000393,ICICI Infrastructure Limited,35,Low Risk,4581643,106134.01,2.32%,0.00%,62.0,3,0,No,No,Monthly Review / Standard Terms,2025-04-15
CUST000394,SBI Infrastructure Limited,45,Low Risk,18645965,0.00,0.00%,0.00%,50.0,4,0,Yes,No,Monthly Review / Standard Terms,2025-04-15
CUST000395,TCS Infrastructure Limited,42,Low Risk,8580027,1165999.37,13.59%,16.67%,49.0,6,1,No,No,Monthly Review / Standard Terms,2025-04-15
CUST000396,Bajaj Infrastructure Limited,54,Medium Risk,4929925,743622.05,15.08%,25.00%,32.4,8,2,Yes,No,Reduce Credit Limit / Weekly Monitoring,2025-04-15
CUST000397,HCL Infrastructure Limited,55,Medium Risk,482461,272047.41,56.39%,33.33%,40.3,6,2,No,No,Reduce Credit Limit / Weekly Monitoring,2025-04-15
CUST000398,Hindustan Infrastructure Limited,41,Low Risk,787340,90974.64,11.55%,14.29%,33.7,7,1,No,No,Monthly Review / Standard Terms,2025-04-15
CUST000399,Indian Infrastructure Limited,53,Medium Risk,8462623,1195095.64,14.12%,20.00%,35.0,5,1,Yes,No,Reduce Credit Limit / Weekly Monitoring,2025-04-15
CUST000400,Tech Infrastructure Limited,67,Medium Risk,317797,309709.62,97.46%,42.86%,13.0,7,3,Yes,No,Reduce Credit Limit / Weekly Monitoring,2025-04-15
CUST000401,Tata Tech Enterprises,36,Low Risk,3363064,173654.40,5.16%,0.00%,52.8,5,0,No,No,Monthly Review / Standard Terms,2025-04-15
CUST000402,Reliance Tech Enterprises,58,Medium Risk,1917994,617268.67,32.18%,25.00%,32.8,8,2,Yes,No,Reduce Credit Limit / Weekly Monitoring,2025-04-15
CUST000403,Infosys Tech Enterprises,42,Low Risk,1904778,359297.18,18.86%,20.00%,27.0,5,1,No,No,Monthly Review / Standard Terms,2025-04-15
CUST000404,Bharti Tech Enterprises,47,Low Risk,35546354,3833859.10,10.79%,100.00%,0.0,3,3,No,No,Monthly Review / Standard Terms,2025-04-15
CUST000405,HDFC Tech Enterprises,42,Low Risk,56107213,2944282.82,5.25%,25.00%,39.0,8,2,No,No,Monthly Review / Standard Terms,2025-04-15
CUST000406,Wipro Tech Enterprises,27,Low Risk,30200499,1631073.35,5.40%,0.00%,11.3,4,0,No,No,Monthly Review / Standard Terms,2025-04-15
CUST000407,Mahindra Tech Enterprises,31,Low Risk,608932,83581.99,13.73%,33.33%,0.0,3,1,No,No,Monthly Review / Standard Terms,2025-04-15
CUST000408,Birla Tech Enterprises,32,Low Risk,25301708,675588.36,2.67%,20.00%,13.3,5,1,No,No,Monthly Review / Standard Terms,2025-04-15
CUST000409,Adani Tech Enterprises,63,Medium Risk,190504,109240.56,57.34%,25.00%,35.5,8,2,Yes,No,Reduce Credit Limit / Weekly Monitoring,2025-04-15
CUST000410,JSW Tech Enterprises,45,Low Risk,2142889,400955.62,18.71%,25.00%,46.2,8,2,No,No,Monthly Review / Standard Terms,2025-04-15
CUST000411,Godrej Tech Enterprises,41,Low Risk,8831268,822293.11,9.31%,16.67%,29.5,6,1,No,No,Monthly Review / Standard Terms,2025-04-15
CUST000412,L&T Tech Enterprises,35,Low Risk,914077,160927.18,17.61%,12.50%,16.2,8,1,No,No,Monthly Review / Standard Terms,2025-04-15
CUST000413,ICICI Tech Enterprises,54,Medium Risk,580015,175102.47,30.19%,50.00%,59.7,6,3,No,No,Reduce Credit Limit / Weekly Monitoring,2025-04-15
CUST000414,SBI Tech Enterprises,42,Low Risk,20695350,724950.13,3.50%,25.00%,53.7,4,1,No,No,Monthly Review / Standard Terms,2025-04-15
CUST000415,TCS Tech Enterprises,42,Low Risk,9147532,317122.88,3.47%,33.33%,25.5,3,1,No,No,Monthly Review / Standard Terms,2025-04-15
CUST000416,Bajaj Tech Enterprises,36,Low Risk,6652266,380582.11,5.72%,25.00%,16.3,4,1,No,No,Monthly Review / Standard Terms,2025-04-15
CUST000417,HCL Tech Enterprises,52,Medium Risk,2399082,1559126.97,64.99%,75.00%,0.0,4,3,No,No,Reduce Credit Limit / Weekly Monitoring,2025-04-15
CUST000418,Hindustan Tech Enterprises,45,Low Risk,8941807,1064445.54,11.90%,25.00%,12.5,8,2,Yes,No,Monthly Review / Standard Terms,2025-04-15
CUST000419,Indian Tech Enterprises,51,Medium Risk,8934563,953750.82,10.67%,75.00%,0.0,4,3,Yes,No,Reduce Credit Limit / Weekly Monitoring,2025-04-15
CUST000420,Tech Tech Enterprises,63,Medium Risk,388548,184108.04,47.38%,33.33%,38.0,6,2,Yes,No,Reduce Credit Limit / Weekly Monitoring,2025-04-15
CUST000421,Tata Info Enterprises,32,Low Risk,17339236,288910.20,1.67%,0.00%,4.0,7,0,Yes,No,Monthly Review / Standard Terms,2025-04-15
CUST000422,Reliance Info Enterprises,44,Low Risk,670884,160019.61,23.85%,16.67%,34.3,6,1,No,No,Monthly Review / Standard Terms,2025-04-15
CUST000423,Infosys Info Enterprises,45,Low Risk,4533135,341833.36,7.54%,33.33%,31.0,3,1,No,No,Monthly Review / Standard Terms,2025-04-15
CUST000424,Bharti Info Enterprises,36,Low Risk,8496903,354954.27,4.18%,0.00%,41.8,5,0,No,No,Monthly Review / Standard Terms,2025-04-15
CUST000425,HDFC Info Enterprises,27,Low Risk,2808848,0.00,0.00%,0.00%,14.3,4,0,No,No,Monthly Review / Standard Terms,2025-04-15
CUST000426,Wipro Info Enterprises,47,Low Risk,1573031,631071.27,40.12%,25.00%,24.7,4,1,No,No,Monthly Review / Standard Terms,2025-04-15
CUST000427,Mahindra Info Enterprises,48,Low Risk,1460368,803432.48,55.02%,33.33%,17.7,6,2,No,No,Monthly Review / Standard Terms,2025-04-15
CUST000428,Birla Info Enterprises,44,Low Risk,493439,331679.27,67.22%,42.86%,0.0,7,3,No,No,Monthly Review / Standard Terms,2025-04-15
CUST000429,Adani Info Enterprises,60,Medium Risk,9377915,1397781.20,14.91%,50.00%,28.5,8,4,Yes,No,Reduce Credit Limit / Weekly Monitoring,2025-04-15
CUST000430,JSW Info Enterprises,57,Medium Risk,529812,211910.21,40.00%,14.29%,31.3,7,1,Yes,No,Reduce Credit Limit / Weekly Monitoring,2025-04-15
CUST000431,Godrej Info Enterprises,45,Low Risk,649586,209039.44,32.18%,12.50%,30.0,8,1,No,No,Monthly Review / Standard Terms,2025-04-15
CUST000432,L&T Info Enterprises,64,Medium Risk,450531,228042.31,50.62%,37.50%,57.6,8,3,Yes,No,Reduce Credit Limit / Weekly Monitoring,2025-04-15
CUST000433,ICICI Info Enterprises,35,Low Risk,817110,266765.62,32.65%,16.67%,8.5,6,1,No,No,Monthly Review / Standard Terms,2025-04-15
CUST000434,SBI Info Enterprises,47,Low Risk,140676,97033.45,68.98%,14.29%,19.2,7,1,No,No,Monthly Review / Standard Terms,2025-04-15
CUST000435,TCS Info Enterprises,35,Low Risk,1402355,0.00,0.00%,0.00%,44.0,3,0,No,No,Monthly Review / Standard Terms,2025-04-15
CUST000436,Bajaj Info Enterprises,54,Medium Risk,15082505,4089084.50,27.11%,12.50%,37.2,8,1,Yes,No,Reduce Credit Limit / Weekly Monitoring,2025-04-15
CUST000437,HCL Info Enterprises,45,Low Risk,6323672,567727.49,8.98%,33.33%,34.5,3,1,No,No,Monthly Review / Standard Terms,2025-04-15
CUST000438,Hindustan Info Enterprises,54,Medium Risk,4905265,904917.00,18.45%,33.33%,24.0,3,1,Yes,No,Reduce Credit Limit / Weekly Monitoring,2025-04-15
CUST000439,Indian Info Enterprises,48,Low Risk,3012032,564695.79,18.75%,25.00%,17.0,4,1,Yes,No,Monthly Review / Standard Terms,2025-04-15
CUST000440,Tech Info Enterprises,49,Low Risk,364530,117693.93,32.29%,25.00%,13.2,8,2,Yes,No,Monthly Review / Standard Terms,2025-04-15
CUST000441,Tata Auto Enterprises,64,Medium Risk,1582441,1581134.31,99.92%,33.33%,11.3,6,2,Yes,No,Reduce Credit Limit / Weekly Monitoring,2025-04-15
CUST000442,Reliance Auto Enterprises,40,Low Risk,6285604,1094711.12,17.42%,25.00%,0.0,8,2,Yes,No,Monthly Review / Standard Terms,2025-04-15
CUST000443,Infosys Auto Enterprises,45,Low Risk,1305389,0.00,0.00%,0.00%,29.7,6,0,Yes,No,Monthly Review / Standard Terms,2025-04-15
CUST000444,Bharti Auto Enterprises,34,Low Risk,15649919,3124659.78,19.97%,33.33%,4.0,6,2,No,No,Monthly Review / Standard Terms,2025-04-15
CUST000445,HDFC Auto Enterprises,54,Medium Risk,213629,91664.78,42.91%,0.00%,35.0,3,0,Yes,No,Reduce Credit Limit / Weekly Monitoring,2025-04-15
CUST000446,Wipro Auto Enterprises,49,Low Risk,6337334,357905.18,5.65%,28.57%,22.0,7,2,Yes,No,Monthly Review / Standard Terms,2025-04-15
CUST000447,Mahindra Auto Enterprises,55,Medium Risk,3097948,513437.57,16.57%,66.67%,44.0,3,2,No,No,Reduce Credit Limit / Weekly Monitoring,2025-04-15
CUST000448,Birla Auto Enterprises,64,Medium Risk,673699,82214.33,12.20%,66.67%,60.0,3,2,Yes,No,Reduce Credit Limit / Weekly Monitoring,2025-04-15
CUST000449,Adani Auto Enterprises,60,Medium Risk,1271962,1086857.49,85.45%,33.33%,33.7,6,2,No,No,Reduce Credit Limit / Weekly Monitoring,2025-04-15
CUST000450,JSW Auto Enterprises,52,Medium Risk,907767,155990.73,17.18%,12.50%,35.7,8,1,Yes,No,Reduce Credit Limit / Weekly Monitoring,2025-04-15
CUST000451,Godrej Auto Enterprises,35,Low Risk,8021493,966490.58,12.05%,25.00%,13.0,8,2,No,No,Monthly Review / Standard Terms,2025-04-15
CUST000452,L&T Auto Enterprises,31,Low Risk,5507205,0.00,0.00%,0.00%,21.3,3,0,No,No,Monthly Review / Standard Terms,2025-04-15
CUST000453,ICICI Auto Enterprises,61,Medium Risk,618942,311882.22,50.39%,25.00%,49.0,8,2,Yes,No,Reduce Credit Limit / Weekly Monitoring,2025-04-15
CUST000454,SBI Auto Enterprises,43,Low Risk,7018065,1269628.53,18.09%,33.33%,22.7,6,2,No,No,Monthly Review / Standard Terms,2025-04-15
CUST000455,TCS Auto Enterprises,41,Low Risk,8039323,1343246.90,16.71%,25.00%,3.8,8,2,Yes,No,Monthly Review / Standard Terms,2025-04-15
CUST000456,Bajaj Auto Enterprises,30,Low Risk,46854008,1048228.64,2.24%,14.29%,12.8,7,1,No,No,Monthly Review / Standard Terms,2025-04-15
CUST000457,HCL Auto Enterprises,37,Low Risk,1615795,222460.23,13.77%,0.00%,7.5,7,0,Yes,No,Monthly Review / Standard Terms,2025-04-15
CUST000458,Hindustan Auto Enterprises,37,Low Risk,2180719,215372.88,9.88%,0.00%,46.4,6,0,No,No,Monthly Review / Standard Terms,2025-04-15
CUST000459,Indian Auto Enterprises,34,Low Risk,587888,186105.19,31.66%,12.50%,8.6,8,1,No,No,Monthly Review / Standard Terms,2025-04-15
CUST000460,Tech Auto Enterprises,30,Low Risk,8759607,505589.58,5.77%,25.00%,4.7,4,1,No,No,Monthly Review / Standard Terms,2025-04-15
CUST000461,Tata Fin Enterprises,39,Low Risk,36801170,797406.56,2.17%,33.33%,20.0,3,1,No,No,Monthly Review / Standard Terms,2025-04-15
CUST000462,Reliance Fin Enterprises,53,Medium Risk,7796863,514570.66,6.60%,25.00%,33.0,8,2,Yes,No,Reduce Credit Limit / Weekly Monitoring,2025-04-15
CUST000463,Infosys Fin Enterprises,35,Low Risk,176711990,6070920.73,3.44%,14.29%,21.0,7,1,No,No,Monthly Review / Standard Terms,2025-04-15
CUST000464,Bharti Fin Enterprises,46,Low Risk,6398867,363188.21,5.68%,40.00%,73.0,5,2,No,No,Monthly Review / Standard Terms,2025-04-15
CUST000465,HDFC Fin Enterprises,61,Medium Risk,1995734,1670572.84,83.71%,50.00%,4.0,8,4,Yes,No,Reduce Credit Limit / Weekly Monitoring,2025-04-15
CUST000466,Wipro Fin Enterprises,33,Low Risk,51599004,3062112.26,5.93%,12.50%,18.0,8,1,No,No,Monthly Review / Standard Terms,2025-04-15
CUST000467,Mahindra Fin Enterprises,44,Low Risk,6440375,168796.01,2.62%,0.00%,27.0,8,0,Yes,No,Monthly Review / Standard Terms,2025-04-15
CUST000468,Birla Fin Enterprises,30,Low Risk,662586,70520.51,10.64%,20.00%,5.0,5,1,No,No,Monthly Review / Standard Terms,2025-04-15
CUST000469,Adani Fin Enterprises,49,Low Risk,5282842,486708.24,9.21%,66.67%,0.0,3,2,Yes,No,Monthly Review / Standard Terms,2025-04-15
CUST000470,JSW Fin Enterprises,25,Low Risk,618020,59084.24,9.56%,0.00%,6.0,3,0,No,No,Monthly Review / Standard Terms,2025-04-15
CUST000471,Godrej Fin Enterprises,49,Low Risk,26358586,1637060.36,6.21%,16.67%,27.5,6,1,Yes,No,Monthly Review / Standard Terms,2025-04-15
CUST000472,L&T Fin Enterprises,39,Low Risk,41744031,953916.39,2.29%,0.00%,17.5,3,0,Yes,No,Monthly Review / Standard Terms,2025-04-15
CUST000473,ICICI Fin Enterprises,44,Low Risk,8310480,965296.87,11.62%,33.33%,26.0,6,2,No,No,Monthly Review / Standard Terms,2025-04-15
CUST000474,SBI Fin Enterprises,28,Low Risk,448957,168917.15,37.62%,0.00%,0.0,3,0,No,No,Monthly Review / Standard Terms,2025-04-15
CUST000475,TCS Fin Enterprises,22,Minimal Risk,829677,0.00,0.00%,0.00%,3.0,4,0,No,No,Standard Terms / Potential Credit Increase,2025-04-15
CUST000476,Bajaj Fin Enterprises,51,Medium Risk,799705,139623.92,17.46%,50.00%,55.0,4,2,No,No,Reduce Credit Limit / Weekly Monitoring,2025-04-15
CUST000477,HCL Fin Enterprises,35,Low Risk,7029409,70187.61,1.00%,0.00%,36.2,7,0,No,No,Monthly Review / Standard Terms,2025-04-15
CUST000478,Hindustan Fin Enterprises,42,Low Risk,15331921,3179763.91,20.74%,16.67%,26.8,6,1,No,No,Monthly Review / Standard Terms,2025-04-15
CUST000479,Indian Fin Enterprises,47,Low Risk,38298246,784297.98,2.05%,20.00%,23.8,5,1,Yes,No,Monthly Review / Standard Terms,2025-04-15
CUST000480,Tech Fin Enterprises,50,Medium Risk,9909489,1254354.78,12.66%,50.00%,47.7,6,3,No,No,Reduce Credit Limit / Weekly Monitoring,2025-04-15
CUST000481,Tata Power Enterprises,54,Medium Risk,419413,267564.33,63.79%,40.00%,22.5,5,2,No,No,Reduce Credit Limit / Weekly Monitoring,2025-04-15
CUST000482,Reliance Power Enterprises,47,Low Risk,8456673,834050.73,9.86%,16.67%,21.5,6,1,Yes,No,Monthly Review / Standard Terms,2025-04-15
CUST000483,Infosys Power Enterprises,66,Medium Risk,9632914,1332440.84,13.83%,71.43%,42.5,7,5,Yes,No,Reduce Credit Limit / Weekly Monitoring,2025-04-15
CUST000484,Bharti Power Enterprises,47,Low Risk,9509571,791996.94,8.33%,14.29%,22.8,7,1,Yes,No,Monthly Review / Standard Terms,2025-04-15
CUST000485,HDFC Power Enterprises,56,Medium Risk,8248290,549487.86,6.66%,40.00%,38.0,5,2,Yes,No,Reduce Credit Limit / Weekly Monitoring,2025-04-15
CUST000486,Wipro Power Enterprises,25,Low Risk,2511006,118151.36,4.71%,0.00%,8.7,4,0,No,No,Monthly Review / Standard Terms,2025-04-15
CUST000487,Mahindra Power Enterprises,35,Low Risk,13726586,0.00,0.00%,0.00%,41.3,4,0,No,No,Monthly Review / Standard Terms,2025-04-15
CUST000488,Birla Power Enterprises,53,Medium Risk,329628,61921.18,18.79%,16.67%,34.4,6,1,Yes,No,Reduce Credit Limit / Weekly Monitoring,2025-04-15
CUST000489,Adani Power Enterprises,36,Low Risk,8341687,436348.96,5.23%,0.00%,40.2,7,0,No,No,Monthly Review / Standard Terms,2025-04-15
CUST000490,JSW Power Enterprises,36,Low Risk,7204983,238423.00,3.31%,0.00%,10.0,8,0,Yes,No,Monthly Review / Standard Terms,2025-04-15
CUST000491,Godrej Power Enterprises,25,Low Risk,491596,33180.22,6.75%,0.00%,8.3,5,0,No,No,Monthly Review / Standard Terms,2025-04-15
CUST000492,L&T Power Enterprises,56,Medium Risk,1938481,652309.60,33.65%,16.67%,46.5,6,1,Yes,No,Reduce Credit Limit / Weekly Monitoring,2025-04-15
CUST000493,ICICI Power Enterprises,38,Low Risk,9003511,943663.88,10.48%,25.00%,18.4,8,2,No,No,Monthly Review / Standard Terms,2025-04-15
CUST000494,SBI Power Enterprises,30,Low Risk,175464129,0.00,0.00%,0.00%,0.3,3,0,Yes,No,Monthly Review / Standard Terms,2025-04-15
CUST000495,TCS Power Enterprises,43,Low Risk,3615593,710842.15,19.66%,14.29%,34.0,7,1,No,No,Monthly Review / Standard Terms,2025-04-15
CUST000496,Bajaj Power Enterprises,33,Low Risk,34849902,0.00,0.00%,0.00%,26.0,3,0,No,No,Monthly Review / Standard Terms,2025-04-15
CUST000497,HCL Power Enterprises,31,Low Risk,7146382,0.00,0.00%,0.00%,22.3,3,0,No,No,Monthly Review / Standard Terms,2025-04-15
CUST000498,Hindustan Power Enterprises,42,Low Risk,984245,180629.32,18.35%,16.67%,8.3,6,1,Yes,No,Monthly Review / Standard Terms,2025-04-15
CUST000499,Indian Power Enterprises,52,Medium Risk,387048,91360.09,23.60%,50.00%,71.0,4,2,No,No,Reduce Credit Limit / Weekly Monitoring,2025-04-15
CUST000500,Tech Power Enterprises,54,Medium Risk,504685,166108.15,32.91%,14.29%,28.0,7,1,Yes,No,Reduce Credit Limit / Weekly Monitoring,2025-04-15
CUST000501,Tata Steel Enterprises,50,Medium Risk,6091022,245084.16,4.02%,16.67%,70.3,6,1,Yes,No,Reduce Credit Limit / Weekly Monitoring,2025-04-15
CUST000502,Reliance Steel Enterprises,42,Low Risk,174117417,5621357.32,3.23%,25.00%,59.0,4,1,No,No,Monthly Review / Standard Terms,2025-04-15
CUST000503,Infosys Steel Enterprises,47,Low Risk,6080981,342797.66,5.64%,14.29%,23.7,7,1,Yes,No,Monthly Review / Standard Terms,2025-04-15
CUST000504,Bharti Steel Enterprises,39,Low Risk,8604343,949368.28,11.03%,20.00%,4.5,5,1,Yes,No,Monthly Review / Standard Terms,2025-04-15
CUST000505,HDFC Steel Enterprises,50,Medium Risk,3136219,1894437.05,60.41%,57.14%,7.0,7,4,No,No,Reduce Credit Limit / Weekly Monitoring,2025-04-15
CUST000506,Wipro Steel Enterprises,59,Medium Risk,9357224,696636.16,7.44%,50.00%,35.5,4,2,Yes,No,Reduce Credit Limit / Weekly Monitoring,2025-04-15
CUST000507,Mahindra Steel Enterprises,37,Low Risk,308161,140347.16,45.54%,20.00%,6.0,5,1,No,No,Monthly Review / Standard Terms,2025-04-15
CUST000508,Birla Steel Enterprises,47,Low Risk,32087891,4352687.24,13.56%,25.00%,17.0,8,2,Yes,No,Monthly Review / Standard Terms,2025-04-15
CUST000509,Adani Steel Enterprises,67,Medium Risk,730969,265679.67,36.35%,60.00%,48.5,5,3,Yes,No,Reduce Credit Limit / Weekly Monitoring,2025-04-15
CUST000510,JSW Steel Enterprises,45,Low Risk,1293819,295031.57,22.80%,20.00%,53.5,5,1,No,No,Monthly Review / Standard Terms,2025-04-15
CUST000511,Godrej Steel Enterprises,52,Medium Risk,6281363,482721.59,7.68%,20.00%,65.3,5,1,Yes,No,Reduce Credit Limit / Weekly Monitoring,2025-04-15
CUST000512,L&T Steel Enterprises,35,Low Risk,1257489,97468.15,7.75%,25.00%,13.7,4,1,No,No,Monthly Review / Standard Terms,2025-04-15
CUST000513,ICICI Steel Enterprises,33,Low Risk,36913798,1357589.64,3.68%,0.00%,23.7,5,0,No,No,Monthly Review / Standard Terms,2025-04-15
CUST000514,SBI Steel Enterprises,40,Low Risk,100770,0.00,0.00%,0.00%,19.5,4,0,Yes,No,Monthly Review / Standard Terms,2025-04-15
CUST000515,TCS Steel Enterprises,57,Medium Risk,2194330,1044485.55,47.60%,50.00%,39.0,4,2,No,No,Reduce Credit Limit / Weekly Monitoring,2025-04-15
CUST000516,Bajaj Steel Enterprises,38,Low Risk,33044127,5256599.51,15.91%,14.29%,23.0,7,1,No,No,Monthly Review / Standard Terms,2025-04-15
