gl_entry_id,posting_date,document_type,document_number,account_code,account_description,debit,credit,currency,reference,customer_id
GL00014611-2,2025-03-27,Payment,PAY0004611,120000,Accounts Receivable,0.00,467543.04,INR,Payment for INV0004611,CUST000462
GL00004612-1,2024-10-28,Invoice,INV0004612,120000,Accounts Receivable,304171.96,0.00,INR,PO-479329,CUST000462
GL00004612-2,2024-10-28,Invoice,INV0004612,400000,Sales Revenue,0.00,271582.11,INR,PO-479329,CUST000462
GL00004612-3,2024-10-28,Invoice,INV0004612,220000,Sales Tax Payable,0.00,32589.85,INR,PO-479329,CUST000462
GL00004613-1,2024-12-11,Invoice,INV0004613,120000,Accounts Receivable,210886.51,0.00,INR,PO-570684,CUST000462
GL00004613-2,2024-12-11,Invoice,INV0004613,400000,Sales Revenue,0.00,178717.38,INR,PO-570684,CUST000462
GL00004613-3,2024-12-11,Invoice,INV0004613,220000,Sales Tax Payable,0.00,32169.13,INR,PO-570684,CUST000462
GL00004614-1,2025-03-09,Invoice,INV0004614,120000,Accounts Receivable,333826.57,0.00,INR,PO-521468,CUST000462
GL00004614-2,2025-03-09,Invoice,INV0004614,400000,Sales Revenue,0.00,282903.87,INR,PO-521468,CUST000462
GL00004614-3,2025-03-09,Invoice,INV0004614,220000,Sales Tax Payable,0.00,50922.70,INR,PO-521468,CUST000462
GL00014614-1,2025-03-25,Payment,PAY0004614,110000,Bank Account,333826.57,0.00,INR,Payment for INV0004614,CUST000462
GL00014614-2,2025-03-25,Payment,PAY0004614,120000,Accounts Receivable,0.00,333826.57,INR,Payment for INV0004614,CUST000462
GL00004615-1,2024-11-24,Invoice,INV0004615,120000,Accounts Receivable,518620.48,0.00,INR,PO-575332,CUST000462
GL00004615-2,2024-11-24,Invoice,INV0004615,400000,Sales Revenue,0.00,493924.27,INR,PO-575332,CUST000462
GL00004615-3,2024-11-24,Invoice,INV0004615,220000,Sales Tax Payable,0.00,24696.21,INR,PO-575332,CUST000462
GL00004616-1,2024-10-29,Invoice,INV0004616,120000,Accounts Receivable,362619.22,0.00,INR,PO-180662,CUST000462
GL00004616-2,2024-10-29,Invoice,INV0004616,400000,Sales Revenue,0.00,323767.16,INR,PO-180662,CUST000462
GL00004616-3,2024-10-29,Invoice,INV0004616,220000,Sales Tax Payable,0.00,38852.06,INR,PO-180662,CUST000462
GL00014616-1,2024-12-05,Payment,PAY0004616,110000,Bank Account,362619.22,0.00,INR,Payment for INV0004616,CUST000462
GL00014616-2,2024-12-05,Payment,PAY0004616,120000,Accounts Receivable,0.00,362619.22,INR,Payment for INV0004616,CUST000462
GL00004617-1,2024-12-31,Invoice,INV0004617,120000,Accounts Receivable,111831.22,0.00,INR,PO-927873,CUST000462
GL00004617-2,2024-12-31,Invoice,INV0004617,400000,Sales Revenue,0.00,87368.14,INR,PO-927873,CUST000462
GL00004617-3,2024-12-31,Invoice,INV0004617,220000,Sales Tax Payable,0.00,24463.08,INR,PO-927873,CUST000462
GL00014617-1,2025-02-04,Payment,PAY0004617,110000,Bank Account,111831.22,0.00,INR,Payment for INV0004617,CUST000462
GL00014617-2,2025-02-04,Payment,PAY0004617,120000,Accounts Receivable,0.00,111831.22,INR,Payment for INV0004617,CUST000462
GL00004618-1,2025-04-06,Invoice,INV0004618,120000,Accounts Receivable,324697.44,0.00,INR,PO-695521,CUST000462
GL00004618-2,2025-04-06,Invoice,INV0004618,400000,Sales Revenue,0.00,289908.43,INR,PO-695521,CUST000462
GL00004618-3,2025-04-06,Invoice,INV0004618,220000,Sales Tax Payable,0.00,34789.01,INR,PO-695521,CUST000462
GL00014618-1,2025-04-13,Payment,PAY0004618,110000,Bank Account,123915.43,0.00,INR,Payment for INV0004618,CUST000462
GL00014618-2,2025-04-13,Payment,PAY0004618,120000,Accounts Receivable,0.00,123915.43,INR,Payment for INV0004618,CUST000462
GL00004621-1,2025-01-16,Invoice,INV0004621,120000,Accounts Receivable,36241.33,0.00,INR,PO-356762,CUST000463
GL00004621-2,2025-01-16,Invoice,INV0004621,400000,Sales Revenue,0.00,34515.55,INR,PO-356762,CUST000463
GL00004621-3,2025-01-16,Invoice,INV0004621,220000,Sales Tax Payable,0.00,1725.78,INR,PO-356762,CUST000463
GL00014621-1,2025-03-06,Payment,PAY0004621,110000,Bank Account,36241.33,0.00,INR,Payment for INV0004621,CUST000463
GL00014621-2,2025-03-06,Payment,PAY0004621,120000,Accounts Receivable,0.00,36241.33,INR,Payment for INV0004621,CUST000463
GL00004622-1,2025-04-15,Invoice,INV0004622,120000,Accounts Receivable,29886.01,0.00,INR,PO-739875,CUST000463
GL00004622-2,2025-04-15,Invoice,INV0004622,400000,Sales Revenue,0.00,25327.13,INR,PO-739875,CUST000463
GL00004622-3,2025-04-15,Invoice,INV0004622,220000,Sales Tax Payable,0.00,4558.88,INR,PO-739875,CUST000463
GL00004623-1,2025-02-19,Invoice,INV0004623,120000,Accounts Receivable,52873.02,0.00,INR,PO-656865,CUST000463
GL00004623-2,2025-02-19,Invoice,INV0004623,400000,Sales Revenue,0.00,41307.05,INR,PO-656865,CUST000463
GL00004623-3,2025-02-19,Invoice,INV0004623,220000,Sales Tax Payable,0.00,11565.97,INR,PO-656865,CUST000463
GL00004624-1,2025-02-08,Invoice,INV0004624,120000,Accounts Receivable,110167.67,0.00,INR,PO-810847,CUST000463
GL00004624-2,2025-02-08,Invoice,INV0004624,400000,Sales Revenue,0.00,93362.43,INR,PO-810847,CUST000463
GL00004624-3,2025-02-08,Invoice,INV0004624,220000,Sales Tax Payable,0.00,16805.24,INR,PO-810847,CUST000463
GL00014624-1,2025-04-12,Payment,PAY0004624,110000,Bank Account,110167.67,0.00,INR,Payment for INV0004624,CUST000463
GL00014624-2,2025-04-12,Payment,PAY0004624,120000,Accounts Receivable,0.00,110167.67,INR,Payment for INV0004624,CUST000463
GL00004631-1,2025-01-24,Invoice,INV0004631,120000,Accounts Receivable,67034.92,0.00,INR,PO-432701,CUST000464
GL00004631-2,2025-01-24,Invoice,INV0004631,400000,Sales Revenue,0.00,63842.78,INR,PO-432701,CUST000464
GL00004631-3,2025-01-24,Invoice,INV0004631,220000,Sales Tax Payable,0.00,3192.14,INR,PO-432701,CUST000464
GL00014631-1,2025-03-08,Payment,PAY0004631,110000,Bank Account,67034.92,0.00,INR,Payment for INV0004631,CUST000464
GL00014631-2,2025-03-08,Payment,PAY0004631,120000,Accounts Receivable,0.00,67034.92,INR,Payment for INV0004631,CUST000464
GL00004632-1,2024-12-18,Invoice,INV0004632,120000,Accounts Receivable,64673.75,0.00,INR,PO-216972,CUST000464
GL00004632-2,2024-12-18,Invoice,INV0004632,400000,Sales Revenue,0.00,61594.05,INR,PO-216972,CUST000464
GL00004632-3,2024-12-18,Invoice,INV0004632,220000,Sales Tax Payable,0.00,3079.70,INR,PO-216972,CUST000464
GL00014632-1,2025-02-09,Payment,PAY0004632,110000,Bank Account,64673.75,0.00,INR,Payment for INV0004632,CUST000464
GL00014632-2,2025-02-09,Payment,PAY0004632,120000,Accounts Receivable,0.00,64673.75,INR,Payment for INV0004632,CUST000464
GL00004633-1,2025-02-07,Invoice,INV0004633,120000,Accounts Receivable,98558.65,0.00,INR,PO-532620,CUST000464
GL00004633-2,2025-02-07,Invoice,INV0004633,400000,Sales Revenue,0.00,83524.28,INR,PO-532620,CUST000464
GL00004633-3,2025-02-07,Invoice,INV0004633,220000,Sales Tax Payable,0.00,15034.37,INR,PO-532620,CUST000464
GL00004634-1,2024-12-22,Invoice,INV0004634,120000,Accounts Receivable,42092.04,0.00,INR,PO-700305,CUST000464
GL00004634-2,2024-12-22,Invoice,INV0004634,400000,Sales Revenue,0.00,37582.18,INR,PO-700305,CUST000464
GL00004634-3,2024-12-22,Invoice,INV0004634,220000,Sales Tax Payable,0.00,4509.86,INR,PO-700305,CUST000464
GL00004641-1,2025-03-23,Invoice,INV0004641,120000,Accounts Receivable,360395.51,0.00,INR,PO-843403,CUST000465
GL00004641-2,2025-03-23,Invoice,INV0004641,400000,Sales Revenue,0.00,305419.92,INR,PO-843403,CUST000465
GL00004641-3,2025-03-23,Invoice,INV0004641,220000,Sales Tax Payable,0.00,54975.59,INR,PO-843403,CUST000465
GL00004642-1,2024-11-28,Invoice,INV0004642,120000,Accounts Receivable,320995.28,0.00,INR,PO-537861,CUST000465
GL00004642-2,2024-11-28,Invoice,INV0004642,400000,Sales Revenue,0.00,272029.90,INR,PO-537861,CUST000465
GL00004642-3,2024-11-28,Invoice,INV0004642,220000,Sales Tax Payable,0.00,48965.38,INR,PO-537861,CUST000465
GL00004643-1,2025-04-06,Invoice,INV0004643,120000,Accounts Receivable,72380.19,0.00,INR,PO-252397,CUST000465
GL00004643-2,2025-04-06,Invoice,INV0004643,400000,Sales Revenue,0.00,64625.17,INR,PO-252397,CUST000465
GL00004643-3,2025-04-06,Invoice,INV0004643,220000,Sales Tax Payable,0.00,7755.02,INR,PO-252397,CUST000465
GL00004644-1,2024-12-20,Invoice,INV0004644,120000,Accounts Receivable,66257.89,0.00,INR,PO-978301,CUST000465
GL00004644-2,2024-12-20,Invoice,INV0004644,400000,Sales Revenue,0.00,59158.83,INR,PO-978301,CUST000465
GL00004644-3,2024-12-20,Invoice,INV0004644,220000,Sales Tax Payable,0.00,7099.06,INR,PO-978301,CUST000465
GL00014644-1,2025-02-08,Payment,PAY0004644,110000,Bank Account,66257.89,0.00,INR,Payment for INV0004644,CUST000465
GL00014644-2,2025-02-08,Payment,PAY0004644,120000,Accounts Receivable,0.00,66257.89,INR,Payment for INV0004644,CUST000465
GL00004645-1,2025-04-16,Invoice,INV0004645,120000,Accounts Receivable,96222.80,0.00,INR,PO-236940,CUST000465
GL00004645-2,2025-04-16,Invoice,INV0004645,400000,Sales Revenue,0.00,85913.21,INR,PO-236940,CUST000465
GL00004645-3,2025-04-16,Invoice,INV0004645,220000,Sales Tax Payable,0.00,10309.59,INR,PO-236940,CUST000465
GL00004646-1,2025-03-15,Invoice,INV0004646,120000,Accounts Receivable,321677.00,0.00,INR,PO-891634,CUST000465
GL00004646-2,2025-03-15,Invoice,INV0004646,400000,Sales Revenue,0.00,272607.63,INR,PO-891634,CUST000465
GL00004646-3,2025-03-15,Invoice,INV0004646,220000,Sales Tax Payable,0.00,49069.37,INR,PO-891634,CUST000465
GL00014646-1,2025-03-23,Payment,PAY0004646,110000,Bank Account,321677.00,0.00,INR,Payment for INV0004646,CUST000465
GL00014646-2,2025-03-23,Payment,PAY0004646,120000,Accounts Receivable,0.00,321677.00,INR,Payment for INV0004646,CUST000465
GL00004651-1,2024-11-03,Invoice,INV0004651,120000,Accounts Receivable,113145.74,0.00,INR,PO-884431,CUST000466
GL00004651-2,2024-11-03,Invoice,INV0004651,400000,Sales Revenue,0.00,101022.98,INR,PO-884431,CUST000466
GL00004651-3,2024-11-03,Invoice,INV0004651,220000,Sales Tax Payable,0.00,12122.76,INR,PO-884431,CUST000466
GL00014651-1,2025-02-11,Payment,PAY0004651,110000,Bank Account,113145.74,0.00,INR,Payment for INV0004651,CUST000466
GL00014651-2,2025-02-11,Payment,PAY0004651,120000,Accounts Receivable,0.00,113145.74,INR,Payment for INV0004651,CUST000466
GL00004652-1,2025-02-14,Invoice,INV0004652,120000,Accounts Receivable,94709.22,0.00,INR,PO-467621,CUST000466
GL00004652-2,2025-02-14,Invoice,INV0004652,400000,Sales Revenue,0.00,80262.05,INR,PO-467621,CUST000466
GL00004652-3,2025-02-14,Invoice,INV0004652,220000,Sales Tax Payable,0.00,14447.17,INR,PO-467621,CUST000466
GL00014652-1,2025-03-10,Payment,PAY0004652,110000,Bank Account,94709.22,0.00,INR,Payment for INV0004652,CUST000466
GL00014652-2,2025-03-10,Payment,PAY0004652,120000,Accounts Receivable,0.00,94709.22,INR,Payment for INV0004652,CUST000466
GL00004653-1,2025-03-02,Invoice,INV0004653,120000,Accounts Receivable,550936.84,0.00,INR,PO-673752,CUST000466
GL00004653-2,2025-03-02,Invoice,INV0004653,400000,Sales Revenue,0.00,466895.63,INR,PO-673752,CUST000466
GL00004653-3,2025-03-02,Invoice,INV0004653,220000,Sales Tax Payable,0.00,84041.21,INR,PO-673752,CUST000466
GL00004661-1,2024-11-15,Invoice,INV0004661,120000,Accounts Receivable,40329.94,0.00,INR,PO-661354,CUST000467
GL00004661-2,2024-11-15,Invoice,INV0004661,400000,Sales Revenue,0.00,38409.47,INR,PO-661354,CUST000467
GL00004661-3,2024-11-15,Invoice,INV0004661,220000,Sales Tax Payable,0.00,1920.47,INR,PO-661354,CUST000467
GL00004662-1,2025-01-02,Invoice,INV0004662,120000,Accounts Receivable,23222.65,0.00,INR,PO-657489,CUST000467
GL00004662-2,2025-01-02,Invoice,INV0004662,400000,Sales Revenue,0.00,19680.21,INR,PO-657489,CUST000467
GL00004662-3,2025-01-02,Invoice,INV0004662,220000,Sales Tax Payable,0.00,3542.44,INR,PO-657489,CUST000467
GL00014662-1,2025-01-23,Payment,PAY0004662,110000,Bank Account,23222.65,0.00,INR,Payment for INV0004662,CUST000467
GL00014662-2,2025-01-23,Payment,PAY0004662,120000,Accounts Receivable,0.00,23222.65,INR,Payment for INV0004662,CUST000467
GL00004663-1,2024-12-21,Invoice,INV0004663,120000,Accounts Receivable,99624.01,0.00,INR,PO-328980,CUST000467
GL00004663-2,2024-12-21,Invoice,INV0004663,400000,Sales Revenue,0.00,77831.26,INR,PO-328980,CUST000467
GL00004663-3,2024-12-21,Invoice,INV0004663,220000,Sales Tax Payable,0.00,21792.75,INR,PO-328980,CUST000467
GL00014663-1,2025-02-18,Payment,PAY0004663,110000,Bank Account,99624.01,0.00,INR,Payment for INV0004663,CUST000467
GL00014663-2,2025-02-18,Payment,PAY0004663,120000,Accounts Receivable,0.00,99624.01,INR,Payment for INV0004663,CUST000467
GL00004664-1,2024-12-03,Invoice,INV0004664,120000,Accounts Receivable,94078.46,0.00,INR,PO-730813,CUST000467
GL00004664-2,2024-12-03,Invoice,INV0004664,400000,Sales Revenue,0.00,89598.53,INR,PO-730813,CUST000467
GL00004664-3,2024-12-03,Invoice,INV0004664,220000,Sales Tax Payable,0.00,4479.93,INR,PO-730813,CUST000467
GL00014664-1,2025-04-12,Payment,PAY0004664,110000,Bank Account,94078.46,0.00,INR,Payment for INV0004664,CUST000467
GL00014664-2,2025-04-12,Payment,PAY0004664,120000,Accounts Receivable,0.00,94078.46,INR,Payment for INV0004664,CUST000467
GL00004665-1,2025-01-24,Invoice,INV0004665,120000,Accounts Receivable,15650.74,0.00,INR,PO-688100,CUST000467
GL00004665-2,2025-01-24,Invoice,INV0004665,400000,Sales Revenue,0.00,14905.47,INR,PO-688100,CUST000467
GL00004665-3,2025-01-24,Invoice,INV0004665,220000,Sales Tax Payable,0.00,745.27,INR,PO-688100,CUST000467
GL00014665-1,2025-02-05,Payment,PAY0004665,110000,Bank Account,15650.74,0.00,INR,Payment for INV0004665,CUST000467
GL00014665-2,2025-02-05,Payment,PAY0004665,120000,Accounts Receivable,0.00,15650.74,INR,Payment for INV0004665,CUST000467
GL00004666-1,2025-01-21,Invoice,INV0004666,120000,Accounts Receivable,22749.82,0.00,INR,PO-795716,CUST000467
GL00004666-2,2025-01-21,Invoice,INV0004666,400000,Sales Revenue,0.00,19279.51,INR,PO-795716,CUST000467
GL00004666-3,2025-01-21,Invoice,INV0004666,220000,Sales Tax Payable,0.00,3470.31,INR,PO-795716,CUST000467
GL00014666-1,2025-02-09,Payment,PAY0004666,110000,Bank Account,22749.82,0.00,INR,Payment for INV0004666,CUST000467
GL00014666-2,2025-02-09,Payment,PAY0004666,120000,Accounts Receivable,0.00,22749.82,INR,Payment for INV0004666,CUST000467
GL00004667-1,2025-03-13,Invoice,INV0004667,120000,Accounts Receivable,11062.52,0.00,INR,PO-947341,CUST000467
GL00004667-2,2025-03-13,Invoice,INV0004667,400000,Sales Revenue,0.00,10535.73,INR,PO-947341,CUST000467
GL00004667-3,2025-03-13,Invoice,INV0004667,220000,Sales Tax Payable,0.00,526.79,INR,PO-947341,CUST000467
GL00014667-1,2025-04-11,Payment,PAY0004667,110000,Bank Account,11062.52,0.00,INR,Payment for INV0004667,CUST000467
GL00014667-2,2025-04-11,Payment,PAY0004667,120000,Accounts Receivable,0.00,11062.52,INR,Payment for INV0004667,CUST000467
GL00004668-1,2025-04-09,Invoice,INV0004668,120000,Accounts Receivable,66564.50,0.00,INR,PO-727458,CUST000467
GL00004668-2,2025-04-09,Invoice,INV0004668,400000,Sales Revenue,0.00,63394.76,INR,PO-727458,CUST000467
GL00004668-3,2025-04-09,Invoice,INV0004668,220000,Sales Tax Payable,0.00,3169.74,INR,PO-727458,CUST000467
GL00014668-1,2025-05-19,Payment,PAY0004668,110000,Bank Account,66564.50,0.00,INR,Payment for INV0004668,CUST000467
GL00014668-2,2025-05-19,Payment,PAY0004668,120000,Accounts Receivable,0.00,66564.50,INR,Payment for INV0004668,CUST000467
GL00004671-1,2024-12-09,Invoice,INV0004671,120000,Accounts Receivable,530250.85,0.00,INR,PO-969888,CUST000468
GL00004671-2,2024-12-09,Invoice,INV0004671,400000,Sales Revenue,0.00,505000.81,INR,PO-969888,CUST000468
GL00004671-3,2024-12-09,Invoice,INV0004671,220000,Sales Tax Payable,0.00,25250.04,INR,PO-969888,CUST000468
GL00004672-1,2024-10-21,Invoice,INV0004672,120000,Accounts Receivable,416651.73,0.00,INR,PO-861218,CUST000468
GL00004672-2,2024-10-21,Invoice,INV0004672,400000,Sales Revenue,0.00,353094.69,INR,PO-861218,CUST000468
GL00004672-3,2024-10-21,Invoice,INV0004672,220000,Sales Tax Payable,0.00,63557.04,INR,PO-861218,CUST000468
GL00014672-1,2024-11-24,Payment,PAY0004672,110000,Bank Account,416651.73,0.00,INR,Payment for INV0004672,CUST000468
GL00014672-2,2024-11-24,Payment,PAY0004672,120000,Accounts Receivable,0.00,416651.73,INR,Payment for INV0004672,CUST000468
GL00004673-1,2025-02-20,Invoice,INV0004673,120000,Accounts Receivable,303560.26,0.00,INR,PO-116380,CUST000468
GL00004673-2,2025-02-20,Invoice,INV0004673,400000,Sales Revenue,0.00,257254.46,INR,PO-116380,CUST000468
GL00004673-3,2025-02-20,Invoice,INV0004673,220000,Sales Tax Payable,0.00,46305.80,INR,PO-116380,CUST000468
GL00004674-1,2024-12-06,Invoice,INV0004674,120000,Accounts Receivable,1995292.67,0.00,INR,PO-317785,CUST000468
GL00004674-2,2024-12-06,Invoice,INV0004674,400000,Sales Revenue,0.00,1690925.99,INR,PO-317785,CUST000468
GL00004674-3,2024-12-06,Invoice,INV0004674,220000,Sales Tax Payable,0.00,304366.68,INR,PO-317785,CUST000468
GL00014674-1,2025-02-13,Payment,PAY0004674,110000,Bank Account,1995292.67,0.00,INR,Payment for INV0004674,CUST000468
GL00014674-2,2025-02-13,Payment,PAY0004674,120000,Accounts Receivable,0.00,1995292.67,INR,Payment for INV0004674,CUST000468
GL00004675-1,2025-03-09,Invoice,INV0004675,120000,Accounts Receivable,607234.30,0.00,INR,PO-474645,CUST000468
GL00004675-2,2025-03-09,Invoice,INV0004675,400000,Sales Revenue,0.00,514605.34,INR,PO-474645,CUST000468
GL00004675-3,2025-03-09,Invoice,INV0004675,220000,Sales Tax Payable,0.00,92628.96,INR,PO-474645,CUST000468
GL00014675-1,2025-04-06,Payment,PAY0004675,110000,Bank Account,607234.30,0.00,INR,Payment for INV0004675,CUST000468
GL00014675-2,2025-04-06,Payment,PAY0004675,120000,Accounts Receivable,0.00,607234.30,INR,Payment for INV0004675,CUST000468
GL00004676-1,2025-03-09,Invoice,INV0004676,120000,Accounts Receivable,1300081.04,0.00,INR,PO-596711,CUST000468
GL00004676-2,2025-03-09,Invoice,INV0004676,400000,Sales Revenue,0.00,1015688.31,INR,PO-596711,CUST000468
GL00004676-3,2025-03-09,Invoice,INV0004676,220000,Sales Tax Payable,0.00,284392.73,INR,PO-596711,CUST000468
GL00014676-1,2025-04-10,Payment,PAY0004676,110000,Bank Account,1300081.04,0.00,INR,Payment for INV0004676,CUST000468
GL00014676-2,2025-04-10,Payment,PAY0004676,120000,Accounts Receivable,0.00,1300081.04,INR,Payment for INV0004676,CUST000468
GL00004677-1,2024-12-04,Invoice,INV0004677,120000,Accounts Receivable,1956473.82,0.00,INR,PO-769353,CUST000468
GL00004677-2,2024-12-04,Invoice,INV0004677,400000,Sales Revenue,0.00,1658028.66,INR,PO-769353,CUST000468
GL00004677-3,2024-12-04,Invoice,INV0004677,220000,Sales Tax Payable,0.00,298445.16,INR,PO-769353,CUST000468
GL00014677-1,2025-01-29,Payment,PAY0004677,110000,Bank Account,1956473.82,0.00,INR,Payment for INV0004677,CUST000468
GL00014677-2,2025-01-29,Payment,PAY0004677,120000,Accounts Receivable,0.00,1956473.82,INR,Payment for INV0004677,CUST000468
GL00004681-1,2024-12-12,Invoice,INV0004681,120000,Accounts Receivable,113568.82,0.00,INR,PO-850635,CUST000469
GL00004681-2,2024-12-12,Invoice,INV0004681,400000,Sales Revenue,0.00,96244.76,INR,PO-850635,CUST000469
GL00004681-3,2024-12-12,Invoice,INV0004681,220000,Sales Tax Payable,0.00,17324.06,INR,PO-850635,CUST000469
GL00014681-1,2025-02-23,Payment,PAY0004681,110000,Bank Account,113568.82,0.00,INR,Payment for INV0004681,CUST000469
GL00014681-2,2025-02-23,Payment,PAY0004681,120000,Accounts Receivable,0.00,113568.82,INR,Payment for INV0004681,CUST000469
GL00004682-1,2024-11-14,Invoice,INV0004682,120000,Accounts Receivable,34905.95,0.00,INR,PO-874889,CUST000469
GL00004682-2,2024-11-14,Invoice,INV0004682,400000,Sales Revenue,0.00,29581.31,INR,PO-874889,CUST000469
GL00004682-3,2024-11-14,Invoice,INV0004682,220000,Sales Tax Payable,0.00,5324.64,INR,PO-874889,CUST000469
GL00014682-1,2024-12-30,Payment,PAY0004682,110000,Bank Account,34905.95,0.00,INR,Payment for INV0004682,CUST000469
GL00014682-2,2024-12-30,Payment,PAY0004682,120000,Accounts Receivable,0.00,34905.95,INR,Payment for INV0004682,CUST000469
GL00004683-1,2025-03-28,Invoice,INV0004683,120000,Accounts Receivable,62577.27,0.00,INR,PO-249711,CUST000469
GL00004683-2,2025-03-28,Invoice,INV0004683,400000,Sales Revenue,0.00,59597.40,INR,PO-249711,CUST000469
GL00004683-3,2025-03-28,Invoice,INV0004683,220000,Sales Tax Payable,0.00,2979.87,INR,PO-249711,CUST000469
GL00014683-1,2025-04-15,Payment,PAY0004683,110000,Bank Account,62577.27,0.00,INR,Payment for INV0004683,CUST000469
GL00014683-2,2025-04-15,Payment,PAY0004683,120000,Accounts Receivable,0.00,62577.27,INR,Payment for INV0004683,CUST000469
GL00004684-1,2024-11-29,Invoice,INV0004684,120000,Accounts Receivable,69307.47,0.00,INR,PO-368403,CUST000469
GL00004684-2,2024-11-29,Invoice,INV0004684,400000,Sales Revenue,0.00,58735.14,INR,PO-368403,CUST000469
GL00004684-3,2024-11-29,Invoice,INV0004684,220000,Sales Tax Payable,0.00,10572.33,INR,PO-368403,CUST000469
GL00014684-1,2024-12-30,Payment,PAY0004684,110000,Bank Account,69307.47,0.00,INR,Payment for INV0004684,CUST000469
GL00014684-2,2024-12-30,Payment,PAY0004684,120000,Accounts Receivable,0.00,69307.47,INR,Payment for INV0004684,CUST000469
GL00004685-1,2025-04-09,Invoice,INV0004685,120000,Accounts Receivable,79838.84,0.00,INR,PO-693630,CUST000469
GL00004685-2,2025-04-09,Invoice,INV0004685,400000,Sales Revenue,0.00,62374.09,INR,PO-693630,CUST000469
GL00004685-3,2025-04-09,Invoice,INV0004685,220000,Sales Tax Payable,0.00,17464.75,INR,PO-693630,CUST000469
GL00004691-1,2024-12-02,Invoice,INV0004691,120000,Accounts Receivable,359358.38,0.00,INR,PO-731125,CUST000470
GL00004691-2,2024-12-02,Invoice,INV0004691,400000,Sales Revenue,0.00,304541.00,INR,PO-731125,CUST000470
GL00004691-3,2024-12-02,Invoice,INV0004691,220000,Sales Tax Payable,0.00,54817.38,INR,PO-731125,CUST000470
GL00014691-1,2025-04-02,Payment,PAY0004691,110000,Bank Account,359358.38,0.00,INR,Payment for INV0004691,CUST000470
GL00014691-2,2025-04-02,Payment,PAY0004691,120000,Accounts Receivable,0.00,359358.38,INR,Payment for INV0004691,CUST000470
GL00004692-1,2024-12-23,Invoice,INV0004692,120000,Accounts Receivable,433977.18,0.00,INR,PO-703573,CUST000470
GL00004692-2,2024-12-23,Invoice,INV0004692,400000,Sales Revenue,0.00,413311.60,INR,PO-703573,CUST000470
GL00004692-3,2024-12-23,Invoice,INV0004692,220000,Sales Tax Payable,0.00,20665.58,INR,PO-703573,CUST000470
GL00014692-1,2024-12-30,Payment,PAY0004692,110000,Bank Account,433977.18,0.00,INR,Payment for INV0004692,CUST000470
GL00014692-2,2024-12-30,Payment,PAY0004692,120000,Accounts Receivable,0.00,433977.18,INR,Payment for INV0004692,CUST000470
GL00004693-1,2024-10-25,Invoice,INV0004693,120000,Accounts Receivable,331361.19,0.00,INR,PO-641975,CUST000470
GL00004693-2,2024-10-25,Invoice,INV0004693,400000,Sales Revenue,0.00,280814.57,INR,PO-641975,CUST000470
GL00004693-3,2024-10-25,Invoice,INV0004693,220000,Sales Tax Payable,0.00,50546.62,INR,PO-641975,CUST000470
GL00014693-1,2025-04-12,Payment,PAY0004693,110000,Bank Account,331361.19,0.00,INR,Payment for INV0004693,CUST000470
GL00014693-2,2025-04-12,Payment,PAY0004693,120000,Accounts Receivable,0.00,331361.19,INR,Payment for INV0004693,CUST000470
GL00004694-1,2025-01-26,Invoice,INV0004694,120000,Accounts Receivable,387714.56,0.00,INR,PO-415798,CUST000470
GL00004694-2,2025-01-26,Invoice,INV0004694,400000,Sales Revenue,0.00,346173.71,INR,PO-415798,CUST000470
GL00004694-3,2025-01-26,Invoice,INV0004694,220000,Sales Tax Payable,0.00,41540.85,INR,PO-415798,CUST000470
GL00004695-1,2024-12-17,Invoice,INV0004695,120000,Accounts Receivable,300253.39,0.00,INR,PO-260043,CUST000470
GL00004695-2,2024-12-17,Invoice,INV0004695,400000,Sales Revenue,0.00,234572.96,INR,PO-260043,CUST000470
GL00004695-3,2024-12-17,Invoice,INV0004695,220000,Sales Tax Payable,0.00,65680.43,INR,PO-260043,CUST000470
GL00004696-1,2025-04-18,Invoice,INV0004696,120000,Accounts Receivable,416801.71,0.00,INR,PO-970958,CUST000470
GL00004696-2,2025-04-18,Invoice,INV0004696,400000,Sales Revenue,0.00,353221.79,INR,PO-970958,CUST000470
GL00004696-3,2025-04-18,Invoice,INV0004696,220000,Sales Tax Payable,0.00,63579.92,INR,PO-970958,CUST000470
GL00014696-1,2025-04-19,Payment,PAY0004696,110000,Bank Account,416801.71,0.00,INR,Payment for INV0004696,CUST000470
GL00014696-2,2025-04-19,Payment,PAY0004696,120000,Accounts Receivable,0.00,416801.71,INR,Payment for INV0004696,CUST000470
GL00004701-1,2024-10-31,Invoice,INV0004701,120000,Accounts Receivable,147460.79,0.00,INR,PO-922000,CUST000471
GL00004701-2,2024-10-31,Invoice,INV0004701,400000,Sales Revenue,0.00,124966.77,INR,PO-922000,CUST000471
GL00004701-3,2024-10-31,Invoice,INV0004701,220000,Sales Tax Payable,0.00,22494.02,INR,PO-922000,CUST000471
GL00014701-1,2024-11-22,Payment,PAY0004701,110000,Bank Account,147460.79,0.00,INR,Payment for INV0004701,CUST000471
GL00014701-2,2024-11-22,Payment,PAY0004701,120000,Accounts Receivable,0.00,147460.79,INR,Payment for INV0004701,CUST000471
GL00004702-1,2025-03-09,Invoice,INV0004702,120000,Accounts Receivable,93788.19,0.00,INR,PO-986731,CUST000471
GL00004702-2,2025-03-09,Invoice,INV0004702,400000,Sales Revenue,0.00,89322.09,INR,PO-986731,CUST000471
